daddr,dport,last,nbytes,npkts,proto,saddr,sport
10.2.0.1,64317,2012-04-25 18:23:30.102,82,1,17,10.2.0.2,53
10.2.0.1,1616,2012-04-25 18:23:35.106,54,1,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:23:35.106,54,1,6,10.2.0.1,1616
10.2.0.2,53,2012-04-25 18:23:44.113,79,1,17,10.2.0.1,50154
10.2.0.2,22,2012-04-25 18:23:44.114,316,2,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:23:44.114,268,2,6,10.2.0.2,22
10.2.0.1,58404,2012-04-25 18:23:44.114,75,1,17,10.2.0.2,53
10.2.0.1,50154,2012-04-25 18:23:44.114,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:23:44.114,75,1,17,10.2.0.1,58404
10.2.0.2,22,2012-04-25 18:23:45.116,4912,6,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:23:45.116,290,3,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:23:46.118,7162,5,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:23:46.118,360,6,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:23:47.12,283644,188,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:23:47.12,6812,114,6,10.2.0.2,22
10.2.0.1,1099,2012-04-25 18:23:48.122,418,3,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:23:48.122,1316134,873,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:23:48.122,33368,538,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:23:48.122,322,3,6,10.2.0.1,1099
10.2.0.2,22,2012-04-25 18:23:49.124,794902,529,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:23:49.124,21220,342,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:23:49.125,54,1,6,10.2.0.1,1099
10.2.0.2,22,2012-04-25 18:23:50.126,1746580,1158,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:23:50.126,46734,761,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:23:51.128,844740,564,6,10.2.0.1,1123
10.2.0.2,53,2012-04-25 18:43:36.414,75,1,17,10.2.0.1,50177
10.2.0.2,53,2012-04-25 18:43:51.426,88,1,17,10.2.0.1,55414
10.2.0.1,55414,2012-04-25 18:43:51.426,88,1,17,10.2.0.2,53
10.2.0.1,60201,2012-04-25 18:43:55.43,91,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:43:55.43,91,1,17,10.2.0.1,60201
10.2.0.2,53,2012-04-25 18:44:05.438,82,1,17,10.2.0.1,51445
10.2.0.1,51445,2012-04-25 18:44:05.438,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:44:19.449,75,1,17,10.2.0.1,58895
10.2.0.1,58895,2012-04-25 18:44:19.449,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:44:19.449,79,1,17,10.2.0.1,65054
10.2.0.1,65054,2012-04-25 18:44:19.449,79,1,17,10.2.0.2,53
10.2.0.1,54133,2012-04-25 18:44:45.469,88,1,17,10.2.0.2,53
10.2.0.1,0,2012-04-25 18:44:45.469,94,2,1,10.2.0.2,0
10.2.0.2,0,2012-04-25 18:44:45.47,94,2,1,10.2.0.1,0
10.2.0.2,53,2012-04-25 18:44:45.47,88,1,17,10.2.0.1,54133
10.2.0.1,60243,2012-04-25 18:44:51.475,91,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:44:51.475,91,1,17,10.2.0.1,60243
10.2.0.1,59993,2012-04-25 18:44:59.482,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:44:59.482,82,1,17,10.2.0.1,59993
10.2.0.2,53,2012-04-25 18:45:13.493,79,1,17,10.2.0.1,51945
10.2.0.1,53959,2012-04-25 18:45:13.493,75,1,17,10.2.0.2,53
10.2.0.1,51945,2012-04-25 18:45:13.493,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:45:13.493,75,1,17,10.2.0.1,53959
10.2.0.2,53,2012-04-25 18:45:29.505,88,1,17,10.2.0.1,49603
10.2.0.1,49603,2012-04-25 18:45:29.505,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:45:43.516,82,1,17,10.2.0.1,64335
10.2.0.1,64335,2012-04-25 18:45:43.516,82,1,17,10.2.0.2,53
10.2.0.1,52616,2012-04-25 18:45:49.521,81,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:45:49.521,81,1,17,10.2.0.1,52616
10.2.0.2,53,2012-04-25 18:45:53.525,76,1,17,10.2.0.1,49542
10.2.0.1,49542,2012-04-25 18:45:53.525,76,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:45:57.529,79,1,17,10.2.0.1,64336
10.2.0.1,52054,2012-04-25 18:45:57.529,75,1,17,10.2.0.2,53
10.2.0.1,64336,2012-04-25 18:45:57.529,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:45:57.53,75,1,17,10.2.0.1,52054
10.2.0.2,53,2012-04-25 18:46:06.537,78,1,17,10.2.0.1,64530
10.2.0.2,53,2012-04-25 18:46:06.537,76,1,17,10.2.0.1,54573
10.2.0.1,64530,2012-04-25 18:46:06.537,78,1,17,10.2.0.2,53
10.2.0.1,54573,2012-04-25 18:46:06.537,76,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:46:07.539,87,1,17,10.2.0.1,64337
10.2.0.2,53,2012-04-25 18:46:07.539,78,1,17,10.2.0.1,60888
10.2.0.1,64337,2012-04-25 18:46:07.539,87,1,17,10.2.0.2,53
10.2.0.1,60888,2012-04-25 18:46:07.539,78,1,17,10.2.0.2,53
10.2.0.1,50040,2012-04-25 18:46:08.541,71,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:46:08.541,71,1,17,10.2.0.1,50040
10.2.0.1,49582,2012-04-25 18:46:12.545,82,1,17,10.2.0.2,53
10.2.0.1,57245,2012-04-25 18:46:12.545,76,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:46:12.545,82,1,17,10.2.0.1,49582
10.2.0.2,53,2012-04-25 18:46:12.545,76,1,17,10.2.0.1,57245
10.2.0.2,53,2012-04-25 18:46:13.547,84,1,17,10.2.0.1,59528
10.2.0.2,53,2012-04-25 18:46:13.547,82,1,17,10.2.0.1,50546
10.2.0.2,53,2012-04-25 18:46:13.547,77,1,17,10.2.0.1,53873
10.2.0.1,59528,2012-04-25 18:46:13.547,84,1,17,10.2.0.2,53
10.2.0.1,50546,2012-04-25 18:46:13.548,82,1,17,10.2.0.2,53
10.2.0.1,53873,2012-04-25 18:46:13.548,77,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:46:14.549,73,1,17,10.2.0.1,58016
10.2.0.1,58016,2012-04-25 18:46:14.549,73,1,17,10.2.0.2,53
10.2.0.1,53139,2012-04-25 18:46:22.556,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:46:22.556,88,1,17,10.2.0.1,53139
10.2.0.2,53,2012-04-25 18:46:36.567,82,1,17,10.2.0.1,58518
10.2.0.1,58518,2012-04-25 18:46:36.567,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:46:50.578,75,1,17,10.2.0.1,50493
10.2.0.1,50493,2012-04-25 18:46:50.579,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:46:50.579,79,1,17,10.2.0.1,51083
10.2.0.2,53,2012-04-25 18:46:54.583,90,1,17,10.2.0.1,50303
10.2.0.1,50303,2012-04-25 18:46:54.583,90,1,17,10.2.0.2,53
10.2.0.1,64338,2012-04-25 18:47:05.591,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:47:05.591,88,1,17,10.2.0.1,64338
10.2.0.2,53,2012-04-25 18:47:08.594,90,1,17,10.2.0.1,51114
10.2.0.1,51114,2012-04-25 18:47:08.594,90,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:47:19.603,82,1,17,10.2.0.1,56029
10.2.0.1,56029,2012-04-25 18:47:19.603,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:47:22.606,84,1,17,10.2.0.1,64431
10.2.0.1,64431,2012-04-25 18:47:22.606,84,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:47:26.61,81,1,17,10.2.0.1,58006
10.2.0.1,58006,2012-04-25 18:47:26.61,81,1,17,10.2.0.2,53
10.2.0.1,59851,2012-04-25 18:47:33.616,75,1,17,10.2.0.2,53
10.2.0.1,57011,2012-04-25 18:47:33.617,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:47:33.617,75,1,17,10.2.0.1,59851
10.2.0.2,53,2012-04-25 18:47:33.617,79,1,17,10.2.0.1,57011
10.2.0.1,60448,2012-04-25 18:48:00.637,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:48:00.638,88,1,17,10.2.0.1,60448
10.2.0.1,54194,2012-04-25 18:48:14.649,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:48:14.649,82,1,17,10.2.0.1,54194
10.2.0.1,64339,2012-04-25 18:48:28.66,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:48:28.66,75,1,17,10.2.0.1,64339
10.2.0.2,53,2012-04-25 18:48:28.66,79,1,17,10.2.0.1,59228
10.2.0.1,59228,2012-04-25 18:48:28.66,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:48:43.672,88,1,17,10.2.0.1,50509
10.2.0.1,50509,2012-04-25 18:48:43.672,88,1,17,10.2.0.2,53
10.2.0.1,58197,2012-04-25 18:48:57.683,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:48:57.683,82,1,17,10.2.0.1,58197
10.2.0.1,57338,2012-04-25 18:49:11.694,75,1,17,10.2.0.2,53
10.2.0.1,59330,2012-04-25 18:49:11.694,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:49:11.694,79,1,17,10.2.0.1,59330
10.2.0.2,53,2012-04-25 18:49:11.695,75,1,17,10.2.0.1,57338
10.2.0.1,55341,2012-04-25 18:49:15.698,104,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:49:15.698,104,1,17,10.2.0.1,55341
10.2.0.1,65019,2012-04-25 18:49:29.709,146,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:49:29.709,146,1,17,10.2.0.1,65019
10.2.0.2,22,2012-04-25 18:04:09.055,860,10,6,10.2.0.1,1099
10.2.0.2,8080,2012-04-25 18:04:13.059,657,3,6,10.2.0.1,1526
10.2.0.1,1526,2012-04-25 18:04:13.059,120,2,6,10.2.0.2,8080
10.2.0.2,53,2012-04-25 18:04:14.06,88,1,17,10.2.0.1,58691
10.2.0.1,58691,2012-04-25 18:04:14.06,88,1,17,10.2.0.2,53
10.2.0.1,1099,2012-04-25 18:04:15.062,188,2,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:04:15.062,188,2,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:04:16.064,9906,11,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:04:16.064,672,8,6,10.2.0.1,1099
10.2.0.2,8080,2012-04-25 18:04:16.064,602,5,6,10.2.0.1,1526
10.2.0.1,1526,2012-04-25 18:04:16.064,9311,5,6,10.2.0.2,8080
10.2.0.1,50351,2012-04-25 18:04:28.074,82,1,17,10.2.0.2,53
10.2.0.2,8080,2012-04-25 18:04:36.081,54,1,6,10.2.0.1,1526
10.2.0.1,1526,2012-04-25 18:04:36.081,54,1,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:04:38.083,54,1,6,10.2.0.1,1526
10.2.0.1,1526,2012-04-25 18:04:38.084,54,1,6,10.2.0.2,8080
10.2.0.1,56524,2012-04-25 18:04:42.088,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:04:42.088,79,1,17,10.2.0.1,56524
10.2.0.2,53,2012-04-25 18:04:42.088,75,1,17,10.2.0.1,64407
10.2.0.1,64407,2012-04-25 18:04:42.088,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:05:08.108,88,1,17,10.2.0.1,58439
10.2.0.1,58439,2012-04-25 18:05:08.108,88,1,17,10.2.0.2,53
10.2.0.2,22,2012-04-25 18:05:19.118,370,3,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:19.118,402,3,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:20.12,698188,466,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:20.12,15514,255,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:21.122,1679546,1129,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:21.122,37662,621,6,10.2.0.2,22
10.2.0.2,53,2012-04-25 18:05:22.124,82,1,17,10.2.0.1,55342
10.2.0.1,55342,2012-04-25 18:05:22.124,82,1,17,10.2.0.2,53
10.2.0.2,22,2012-04-25 18:05:22.124,1768324,1180,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:22.124,43734,709,6,10.2.0.2,22
10.2.0.1,1099,2012-04-25 18:05:23.126,188,2,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:23.126,170672,114,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:23.126,5990,97,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:23.126,188,2,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:05:24.128,230,1,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:24.128,949098,631,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:24.128,23830,387,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:24.128,188,2,6,10.2.0.1,1099
10.2.0.2,22,2012-04-25 18:05:25.13,1092410,725,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:25.13,29312,470,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:26.132,1006452,670,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:26.132,27690,435,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:27.133,1530542,1015,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:27.133,36456,594,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:28.135,530828,362,6,10.2.0.1,1123
10.2.0.1,1123,2012-04-25 18:05:28.135,15688,228,6,10.2.0.2,22
10.2.0.1,1099,2012-04-25 18:05:29.136,472,4,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:29.136,510,5,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:05:30.138,482,3,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:30.138,430,5,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:05:31.14,10376,20,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:31.14,834,11,6,10.2.0.1,1099
10.2.0.2,53,2012-04-25 18:05:36.144,75,1,17,10.2.0.1,60439
10.2.0.2,53,2012-04-25 18:05:36.144,79,1,17,10.2.0.1,57864
10.2.0.1,57864,2012-04-25 18:05:36.144,79,1,17,10.2.0.2,53
10.2.0.1,60439,2012-04-25 18:05:36.145,75,1,17,10.2.0.2,53
10.2.0.1,1099,2012-04-25 18:05:49.155,188,2,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:49.155,134,1,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:05:50.157,364,2,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:50.157,188,2,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:05:51.158,370,3,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:51.159,376,4,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:05:52.16,498,3,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:52.16,564,6,6,10.2.0.1,1099
10.2.0.1,52166,2012-04-25 18:05:52.161,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:05:52.161,88,1,17,10.2.0.1,52166
10.2.0.1,1099,2012-04-25 18:05:53.162,15132,26,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:53.163,1184,16,6,10.2.0.1,1099
10.2.0.2,8080,2012-04-25 18:05:56.165,657,3,6,10.2.0.1,1529
10.2.0.1,1529,2012-04-25 18:05:56.166,120,2,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:05:58.168,560,4,6,10.2.0.1,1530
10.2.0.2,8080,2012-04-25 18:05:58.168,108,2,6,10.2.0.1,1529
10.2.0.1,1099,2012-04-25 18:05:58.168,10434,11,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:58.168,592,8,6,10.2.0.1,1099
10.2.0.1,1530,2012-04-25 18:05:58.169,1276,3,6,10.2.0.2,8080
10.2.0.1,1529,2012-04-25 18:05:58.169,1513,3,6,10.2.0.2,8080
10.2.0.1,1099,2012-04-25 18:05:59.17,5622,9,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:05:59.17,564,6,6,10.2.0.1,1099
10.2.0.2,8080,2012-04-25 18:06:00.172,923,2,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:00.172,2312,2,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:06:01.173,1568,5,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:01.173,3468,3,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:06:02.175,1417,5,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:02.175,3468,3,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:06:03.176,537,1,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:03.176,54,1,6,10.2.0.2,8080
10.2.0.1,1099,2012-04-25 18:06:04.177,188,2,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:06:04.177,134,1,6,10.2.0.1,1099
10.2.0.1,1099,2012-04-25 18:06:05.179,7468,10,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:06:05.179,458,7,6,10.2.0.1,1099
10.2.0.2,8080,2012-04-25 18:06:06.181,602,5,6,10.2.0.1,1530
10.2.0.1,1099,2012-04-25 18:06:06.181,54,1,6,10.2.0.2,22
10.2.0.2,22,2012-04-25 18:06:06.182,134,1,6,10.2.0.1,1099
10.2.0.1,1530,2012-04-25 18:06:06.182,9930,4,6,10.2.0.2,8080
10.2.0.2,53,2012-04-25 18:06:06.182,82,1,17,10.2.0.1,65345
10.2.0.1,65345,2012-04-25 18:06:06.182,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:06:20.193,79,1,17,10.2.0.1,54603
10.2.0.1,54603,2012-04-25 18:06:20.194,79,1,17,10.2.0.2,53
10.2.0.1,64419,2012-04-25 18:06:20.194,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:06:20.194,75,1,17,10.2.0.1,64419
10.2.0.2,8080,2012-04-25 18:06:26.199,54,1,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:26.199,54,1,6,10.2.0.2,8080
10.2.0.2,8080,2012-04-25 18:06:36.207,54,1,6,10.2.0.1,1530
10.2.0.1,1530,2012-04-25 18:06:36.207,54,1,6,10.2.0.2,8080
10.2.0.1,64287,2012-04-25 18:06:49.218,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:06:49.218,88,1,17,10.2.0.1,64287
10.2.0.1,56076,2012-04-25 18:07:03.229,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:03.23,82,1,17,10.2.0.1,56076
10.2.0.1,64288,2012-04-25 18:07:17.24,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:17.24,79,1,17,10.2.0.1,64288
10.2.0.1,61861,2012-04-25 18:07:17.241,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:17.241,75,1,17,10.2.0.1,61861
10.2.0.2,53,2012-04-25 18:07:32.252,88,1,17,10.2.0.1,61545
10.2.0.1,61545,2012-04-25 18:07:32.252,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:07:46.263,82,1,17,10.2.0.1,55768
10.2.0.1,55768,2012-04-25 18:07:46.263,82,1,17,10.2.0.2,53
10.2.0.1,53395,2012-04-25 18:08:00.274,75,1,17,10.2.0.2,53
10.2.0.1,65451,2012-04-25 18:08:00.275,79,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:00.275,79,1,17,10.2.0.1,65451
10.2.0.2,53,2012-04-25 18:08:00.275,75,1,17,10.2.0.1,53395
10.2.0.2,53,2012-04-25 18:08:27.294,88,1,17,10.2.0.1,54477
10.2.0.1,54477,2012-04-25 18:08:27.295,88,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:41.305,82,1,17,10.2.0.1,59671
10.2.0.1,59671,2012-04-25 18:08:41.305,82,1,17,10.2.0.2,53
10.2.0.1,64289,2012-04-25 18:08:55.316,75,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:55.317,75,1,17,10.2.0.1,64289
10.2.0.2,53,2012-04-25 18:08:55.317,91,1,17,10.2.0.1,57352
10.2.0.1,56533,2012-04-25 18:08:55.317,79,1,17,10.2.0.2,53
10.2.0.1,57352,2012-04-25 18:08:55.317,91,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:08:55.317,79,1,17,10.2.0.1,56533
10.2.0.2,53,2012-04-25 18:09:11.33,88,1,17,10.2.0.1,53072
10.2.0.1,53072,2012-04-25 18:09:11.33,88,1,17,10.2.0.2,53
10.2.0.1,58068,2012-04-25 18:09:25.34,82,1,17,10.2.0.2,53
10.2.0.2,53,2012-04-25 18:09:25.341,82,1,17,10.2.0.1,58068